Port,Shanghai,Singapore,Yantian,Hong Kong,Ningbo,Pusan,Qingdao Gang,Guangzhou,Mina Jabal Ali,Tianjin,Rotterdam,Kelang,Kao-Hsiung,Dalian,Hamburg,Antwerpen,Xiamen,Tanjung Pelepas,Laem Chabang,Ho Chi Minh,Bremerhaven,Jakarta,Lianyungang,Tokyo,Jawaharlal Nehru,Chiwan,Algeciras,Valencia,Khawr Fakkan,Jeddah,Colombo,Santos,Felixstowe,Manila,Constantinopole,Tanger,Balboa,Gioia Tauro,Port Said,Mina Raysut,Shilong,Vancouver,Marsaxlokk,Yokohama Ko,Nagoya Ko,Durban,Kobe,Colon,Le Havre,Melbourne,Cartagena,St Petersburg,Manzanillo (Mex),Yantai,Gwangyang Hang,Sydney,Fuzhou,Genova,Osaka,Dublin,Mumbai,Puerto Del Callao,Barcelona,Rades,Surabaja,Southampton,Dammam,Chittagong,Guayaquil,Kingston,Karachi,Chennai,Bangkok,Alexandria,Taichung,Mersin,Mundra,Manzanillo (Pan),Buenos Aires,South Riding Point,Taipei,La Spezia,Pulau Pinang,Ashdod,Damietta,Gdynia,Haifa,Nanjing,Puerto Moin,Puerto San Antonio,Marseille,Lazaro Cardenas,Da Chan Bay,Cagliari,Jiangyin,Beirut,Itajai,Veracruz,Goteborg,Buenaventura,Valparaiso,Tauranga,Pasir Gudang,Auckland,Caucedo,Izmir,Cristobal,Montevideo,Paranagua,Djibouti,Al Aqabah,Cape Town,Casablanca,Qasim,Qinhuangdao,Doha,Puerto Limon,Rio Grande,Hakata,Gemlik,Piraievs,Altamira,Puerto Cortes,Thilawa,Tuticorin,Dakar,Dar es Salaam,Navegantes,Liverpool,Aliaga,Douala,Santo Tomas,Sines,Napoli,Hai Phong,Bahia San Vicente,Puerto Cabello,Puerto Barrios,Halifax,Haina,Puerto Quetzal,Port Adelaide,Livorno,Vienna,Port De Salvador,Rio de Janeiro,Puerto Caldera,Sepetiba Bay,Budapest,Paita,Vitoria,Acajutla,Mombasa,Pecem,Port Au Prince,Pipavav Bandar,Santa Marta,Barranquilla,Varna,Corinto,Puerto Castilla,Reykjavik,St John,Progreso,Puerto Plata,Santo Domingo,Sendai,Bratislava,Shimizu,All Other Brazil Ports South of Recife,Eemshaven,All Other Chile Ports,All Other India West Coast Ports,All Other Fiji Islands Ports,Coquimbo,Asuncion,Kleinhuningen,Cebu,Izmit,All Other Vietnam Ports,Semarang,All Other Turkey Mediterranean Ports,All Other Norway Ports,Tema,All Other Nicaragua Caribbean Region Ports,Palembang,Abidjan,San Pedro,Belawan,Davao,All Ports in Cambodia,Klaipeda,Aarhus,Rauma,Koper,Ringaskiddy,Tallinn,Constanta,Riga,Fredericia,Hawaii,Alaska,North Pacific,Central Pacific,South Pacific,East Gulf of Mexico,West Gulf of Mexico,Central Florida,South Atlantic,North Atlantic
Rotterdam,14208.74,18612.91,15725.24,15725.24,14426.77,13359.09,14215.58,15985.13,13603.97,14485.02,0.00,19142.23,14899.13,14025.94,695.94,526.36,15048.14,18732.82,18810.36,17812.92,477.92,19013.79,14385.17,12768.05,14424.52,18113.96,2753.24,3719.39,13513.66,8403.30,15887.82,12054.74,436.05,15926.94,6554.42,2941.66,10662.25,4779.77,6698.38,11508.99,17184.26,11993.34,4879.11,12768.05,12908.54,17840.28,13028.45,17313.60,557.19,22130.70,10054.16,2490.65,9560.00,13907.25,13558.28,5539.83,14906.42,4159.63,13028.45,1106.58,14424.52,13554.75,3411.06,4538.21,18922.98,725.54,14213.79,18134.77,12241.18,9524.33,13696.52,16486.87,18832.16,6508.23,14927.00,7325.31,14084.13,9560.00,16726.59,8575.28,14589.06,4159.63,18761.92,7135.66,6698.38,1394.84,7185.33,15613.90,10642.90,16148.16,3888.97,13799.12,15985.13,4278.32,14446.83,7016.97,12753.64,11066.39,1105.35,12478.55,16148.16,19486.66,18612.91,19558.13,8628.48,6226.02,10444.22,15068.38,12633.73,9939.86,7296.21,14470.04,2943.40,13696.52,14315.43,14114.45,10642.90,13882.53,13220.34,6652.53,5857.25,11255.32,10461.27,18744.65,15688.63,5218.22,14423.29,12753.64,1155.02,6226.02,10659.23,10769.60,2343.84,4539.95,16714.87,16361.35,9149.28,10769.60,5977.11,8816.90,12395.75,23707.12,4377.66,5628.91,9668.52,11444.91,11768.32,11734.41,6622.31,12361.10,10646.67,12155.92,14135.03,8522.59,8897.40,14303.38,9834.91,9786.47,6912.42,11768.32,10242.01,2491.62,6118.83,10127.66,8607.91,8628.48,12120.55,6125.61,13397.22,9477.14,387.61,16148.16,13816.43,16932.10,15781.13,25126.46,4008.32,16156.45,6742.84,16763.31,19162.80,7136.89,3272.31,8851.50,10403.08,18971.42,8113.18,20414.30,19075.30,16663.46,18253.17,1614.10,916.93,1993.90,5064.56,1355.43,1993.90,6843.92,1993.90,865.52,12711.03,10914.63,11685.01,12495.31,13144.54,10737.54,9827.90,8914.45,8244.64,7304.68
Kelang,5132.16,529.32,3683.45,3683.45,5180.60,6020.00,6019.49,3773.76,8066.53,6458.50,19142.23,0.00,4243.10,6268.34,19121.66,19302.78,4094.09,409.41,1446.25,2016.21,18903.63,1497.15,5978.85,7207.08,5723.21,27490.97,17043.21,16343.08,7976.23,11012.90,3765.24,27345.16,19182.87,3820.41,14454.79,17091.65,23905.62,14636.43,12717.82,7907.21,4762.67,15629.59,14735.77,7207.08,6938.15,14403.10,6748.00,32604.02,18859.01,13191.64,23771.14,20428.27,23276.98,5880.74,5850.41,19356.16,4572.01,15554.58,6748.00,18924.21,5723.21,25382.14,16005.14,15313.53,2477.03,18957.12,8676.36,2684.23,24405.28,23241.31,6661.94,3902.71,1397.81,13007.31,4411.46,13455.62,6569.89,23276.98,32017.01,22292.27,4553.17,15554.58,409.41,12786.32,12717.82,19718.26,13046.21,6809.21,23237.55,27975.56,15962.76,19844.10,3773.76,15334.10,5610.08,12977.71,28044.06,22310.36,18881.83,25406.25,27975.56,15955.14,529.32,15784.33,22713.73,13894.64,23717.20,30358.80,27924.15,9853.18,12259.97,17827.38,17502.29,6661.94,6388.26,8577.02,23237.55,29172.95,6021.23,14552.90,13994.48,22908.19,23667.53,1884.76,4134.01,20087.18,11383.46,28044.06,18972.65,13894.64,23186.09,23359.20,17452.62,14975.59,3304.37,27934.41,23631.89,23359.20,19694.10,22831.90,21791.30,11265.01,15603.03,18940.02,24958.94,26735.33,22181.87,27024.83,19527.03,24174.49,25937.09,21820.90,11095.20,23813.01,22713.73,6011.47,23651.23,23503.45,14812.79,22181.87,23959.00,17922.01,19835.81,23249.09,22523.57,22713.73,7617.71,19030.33,6338.59,24767.56,18853.96,27975.56,6471.78,14137.10,27608.52,40416.88,18757.88,3991.22,14643.21,3492.79,2166.96,13267.20,17211.57,23720.46,23377.53,1086.51,22982.14,35704.72,577.76,4539.89,1157.98,19937.51,18734.05,19787.99,15432.93,18978.92,20317.31,14744.29,20317.31,18922.47,14937.41,14550.88,15321.25,16131.55,16780.79,23537.36,23544.89,22631.43,21961.62,21021.66
Kao-Hsiung,1087.74,3713.78,966.60,966.60,1136.18,1876.23,1975.07,1226.49,11490.82,2414.08,14899.13,4243.10,0.00,2223.92,14878.55,15059.68,359.74,3833.69,3911.23,2913.80,14660.53,4114.67,1934.43,2963.98,9147.49,30915.25,16848.06,17884.91,11400.51,14437.18,7288.86,25306.63,14939.77,1127.15,17879.07,17036.48,19662.52,18060.71,16142.10,11331.49,2425.62,11386.49,18160.05,2963.98,2695.05,17827.38,2504.90,30565.49,15090.51,11465.25,19528.04,16185.17,19033.88,1836.32,1805.99,15113.06,597.83,18424.03,2504.90,14681.10,9147.49,21139.04,17675.46,18737.81,4123.19,15258.87,12100.64,5740.25,20162.18,18998.21,10086.22,7028.97,3933.03,16431.59,308.33,16879.90,9994.18,19033.88,29978.49,18049.17,578.99,18424.03,3862.79,16210.60,16142.10,15475.15,16470.50,2764.79,18994.45,23732.45,18153.37,15601.00,1226.49,18542.72,1565.66,16401.99,26005.54,18067.26,14638.73,21163.15,23732.45,12695.45,3713.78,12524.64,18470.63,17318.92,19474.10,28320.28,25885.62,13277.46,15684.25,21251.66,17038.22,10086.22,2343.84,12001.30,18994.45,27134.43,1778.12,17977.19,17418.77,18665.09,19424.43,4770.69,7388.71,19313.04,14807.75,26005.54,14729.55,17318.92,24754.05,19116.10,16438.65,18399.87,1956.23,23691.31,19388.79,19116.10,15451.00,18588.80,17548.20,12976.42,18642.06,19709.22,22920.42,24696.81,17938.77,24986.30,20702.62,19931.39,23898.56,17577.80,14519.48,21072.05,18470.63,9435.76,19408.13,19260.35,18237.08,17938.77,19715.90,13678.91,15592.71,19005.99,18280.47,18470.63,3374.61,20205.92,2095.49,22729.03,14610.86,23732.45,9896.06,10736.92,23365.42,38378.36,18571.25,1497.15,18067.49,2004.67,4263.68,16691.49,12968.47,22946.32,19134.43,4072.29,22208.00,33666.19,4340.70,2384.47,3354.04,15694.41,14490.95,15544.89,18857.22,14900.36,16074.21,18168.57,16074.21,14679.37,10694.31,10307.78,11078.15,11888.45,12537.68,19294.26,19301.79,18388.33,17718.52,16778.56
Dalian,1136.18,5739.02,2851.36,2851.36,1354.21,1304.54,555.96,3111.25,13516.06,695.94,14025.94,6268.34,2223.92,0.00,14005.36,14186.49,2174.25,5858.94,5936.47,4939.04,13787.34,6139.91,1035.10,2702.35,11172.73,31505.17,15974.87,17011.71,13425.75,16462.43,9314.11,24433.44,14066.58,3251.73,19904.32,16163.29,18888.67,18170.98,18167.34,13356.74,4310.38,10612.63,18270.32,2702.35,2161.03,19852.62,2111.36,29692.30,14217.32,12402.75,18654.85,15311.98,18160.69,387.61,1105.35,14239.87,2032.54,17550.84,2111.36,13807.91,11172.73,20365.19,16802.27,17929.42,6247.77,14385.68,14125.89,7765.49,19388.33,18125.02,12111.47,9054.22,5958.27,18456.84,2053.11,18905.15,12019.42,18160.69,29105.30,17175.97,1715.17,17550.84,5888.03,18235.85,18167.34,14601.96,18495.74,2263.84,18220.60,22958.60,17280.18,14827.15,3111.25,17669.53,1274.93,18427.23,25132.35,17293.41,13765.54,20389.29,22958.60,13136.26,5739.02,12965.44,17597.44,19344.16,18700.25,27447.09,25012.43,15302.71,17709.49,23276.91,16165.03,12111.47,526.36,14026.55,18220.60,26261.23,1376.01,20002.43,19248.46,17891.24,18650.58,6795.93,9413.95,18439.85,16832.99,25132.35,13856.35,19344.16,23880.85,18342.25,15565.46,17931.16,3840.99,22917.45,18515.59,18342.25,14577.80,17715.61,16774.34,13979.18,17768.87,18836.03,22047.23,23823.62,17164.92,24113.11,19829.43,19157.54,23025.37,16803.95,16544.72,20198.86,17597.44,11461.00,18534.94,18387.16,20262.32,17164.92,18842.71,12805.72,14719.52,18232.14,17407.28,17597.44,2808.53,19332.73,1833.86,21855.84,13737.67,22958.60,11921.31,11177.73,22591.57,37505.16,17698.06,3481.25,20092.74,3889.43,6288.92,18716.73,12095.27,22073.12,18360.57,6097.53,21334.81,32793.00,6365.95,4087.60,5379.28,14821.22,13617.76,14671.70,18455.77,14027.17,15201.02,20193.81,15201.02,13806.18,10019.80,9533.92,10304.30,11114.60,11763.83,18520.41,18428.59,17515.14,16845.33,15905.37
Hamburg,14188.17,18592.33,15704.67,15704.67,14406.19,13338.52,14195.01,15964.56,14063.05,14464.44,695.94,19121.66,14878.55,14005.36,0.00,985.44,15027.56,18712.25,18789.78,17792.35,218.02,18993.22,14364.59,12747.48,14883.60,18573.04,3212.32,4178.47,13972.74,8862.38,16346.90,12513.81,895.13,15906.37,7013.50,3400.74,10782.67,5238.85,7157.46,11968.07,17163.69,11972.77,5338.19,12747.48,12887.96,18299.36,13007.88,17772.68,1016.27,22110.12,10174.58,2031.57,9680.42,13886.68,13537.71,5660.26,14885.85,4618.71,13007.88,1326.34,14883.60,13675.17,3870.14,4997.29,18902.40,1184.62,14672.87,18593.85,12361.61,9644.75,14155.60,16945.95,18811.59,6967.31,14906.42,7784.39,14543.21,9680.42,17185.67,8695.70,14568.48,4618.71,18741.34,7594.74,7157.46,935.77,7644.41,15593.33,10763.32,16268.59,4348.05,13919.54,15964.56,4737.40,14426.26,7476.05,13212.72,11186.81,872.10,12598.98,16268.59,19466.09,18592.33,19537.56,8748.90,6685.10,10564.65,15527.46,13092.81,10398.94,7755.29,14929.12,3402.48,14155.60,14294.86,14573.53,10763.32,14341.61,13199.77,7111.61,6316.33,11375.74,10581.69,19203.73,16147.71,5677.30,14882.37,13212.72,1374.78,6685.10,11118.31,10890.02,2802.91,4999.02,16694.30,16481.77,9269.70,10890.02,6097.53,8937.32,12516.17,23686.55,4836.74,5169.84,10127.60,11903.99,11888.74,12193.49,6163.23,12481.52,11105.74,12276.34,14594.11,8981.67,9017.83,14762.46,9955.33,9906.89,7371.50,11888.74,10362.44,2611.53,6239.25,10248.08,8728.33,8748.90,12099.98,5666.53,13376.65,9936.22,337.94,16268.59,14275.51,16911.52,15901.55,25585.54,4497.01,16135.88,7201.92,16742.74,19142.23,7595.97,3251.73,9310.58,10523.50,18950.84,8572.26,20873.37,19219.26,16642.89,18232.59,1155.02,654.07,1534.82,5523.64,1785.42,1534.82,7303.00,1534.82,436.05,12690.46,10894.06,11664.44,12474.73,13123.97,10857.96,9948.32,9034.87,8365.06,7425.10
Antwerpen,14369.30,18773.46,15885.79,15885.79,14587.32,13519.65,14376.14,16145.68,13554.30,14645.57,526.36,19302.78,15059.68,14186.49,985.44,0.00,15208.69,18893.37,18970.91,17973.48,767.41,19174.35,14545.72,12928.60,14374.85,18064.29,2703.58,3669.72,13463.99,8353.63,15838.15,12005.07,526.36,16087.49,6504.75,2891.99,10770.62,4730.10,6648.71,11459.32,17344.82,12153.90,4829.44,12928.60,13069.09,17790.61,13189.00,17263.93,507.52,22291.25,10162.53,2780.15,9668.37,14067.80,13718.83,5648.21,15066.97,4109.96,13189.00,1226.49,14374.85,13663.12,3361.39,4488.54,19083.53,675.87,14164.12,18085.10,12349.55,9632.70,13646.85,16437.21,18992.71,6458.56,15087.55,7275.64,14034.46,9668.37,16676.92,8683.65,14749.61,4109.96,18922.47,7085.99,6648.71,1684.34,7135.66,15774.46,10751.27,16256.53,3839.30,13907.49,16145.68,4228.65,14607.39,6967.31,12703.97,11174.76,1365.24,12586.92,16256.53,19647.21,18773.46,19718.69,8736.85,6176.35,10552.59,15018.71,12584.06,9890.19,7246.54,14420.37,2893.73,13646.85,14475.98,14064.78,10751.27,13832.86,13380.90,6602.86,5807.58,11363.69,10569.64,18694.98,15638.96,5168.55,14373.62,12703.97,1274.93,6176.35,10609.56,10877.97,2294.17,4490.28,16875.42,16469.72,9257.65,10877.97,6085.48,8925.27,12504.12,23867.67,4327.99,5918.41,9618.85,11395.24,11876.69,11684.74,6911.80,12469.47,10597.00,12264.29,14085.36,8472.92,9005.77,14253.71,9943.28,9894.84,6862.75,11876.69,10350.39,2652.17,6227.20,10236.03,8716.28,8736.85,12281.10,6415.11,13557.77,9427.47,647.50,16256.53,13766.76,17092.65,15889.50,25076.79,3918.01,16317.00,6693.17,16923.86,19323.36,7087.22,3432.86,8801.83,10511.45,19131.97,8063.51,20364.63,19025.63,16824.01,18413.72,1903.59,1176.82,2283.40,5014.89,1305.76,2283.40,6794.25,2283.40,1155.02,12871.58,11075.19,11845.56,12655.86,13305.10,10845.91,9936.27,9022.82,8353.01,7413.05
Xiamen,1038.07,3564.77,677.10,677.10,1086.51,1925.90,1925.40,936.99,11341.81,2364.41,15048.14,4094.09,359.74,2174.25,15027.56,15208.69,0.00,3684.68,3762.22,2764.79,14809.54,3965.66,1884.76,3112.98,8998.48,30766.24,16997.07,18033.91,11251.50,14288.17,7139.85,25455.64,15088.78,1276.16,17730.07,17185.49,19811.53,17911.70,15993.09,11182.48,2136.13,11535.49,18011.04,3112.98,2844.06,17678.37,2653.91,30714.50,15239.52,11824.99,19677.05,16334.18,19182.89,1786.65,1756.32,15262.07,477.92,18573.04,2653.91,14830.11,8998.48,21288.05,17824.47,18588.80,4272.20,15407.88,11951.63,5591.24,20311.19,19147.22,9937.21,6879.96,3784.02,16282.59,387.61,16730.90,9845.17,19182.89,30127.50,18198.18,459.08,18573.04,3713.78,16061.60,15993.09,15624.16,16321.49,2715.12,19143.46,23881.46,18302.38,15750.01,936.99,18609.38,1515.99,16252.98,26154.55,18216.27,14787.74,21312.15,23881.46,13055.19,3564.77,12884.38,18619.64,17169.91,19623.11,28469.29,26034.63,13128.45,15535.24,21102.65,17187.23,9937.21,2294.17,11852.29,19143.46,27283.43,1927.13,17828.18,17269.76,18814.10,19573.44,4621.68,7239.70,19462.05,14658.74,26154.55,14878.55,17169.91,24903.05,19265.11,16587.66,18250.87,1666.73,23840.32,19537.79,19265.11,15600.00,18737.81,17697.21,13125.43,18791.07,19858.23,23069.43,24845.82,18087.78,25135.31,20851.63,20080.40,24047.57,17726.81,14370.47,21221.06,18619.64,9286.75,19557.14,19409.36,18088.07,18087.78,19864.91,13827.92,15741.72,19155.00,18429.48,18619.64,3523.62,20354.93,2244.50,22878.04,14759.87,23881.46,9747.06,11096.66,23514.43,38527.36,18720.26,1856.89,17918.48,1715.17,4114.67,16542.48,13117.47,23095.33,19283.44,3923.28,22357.01,33815.20,4191.69,2744.21,3205.03,15843.42,14639.96,15693.90,18708.21,15049.37,16223.22,18019.56,16223.22,14828.38,10843.32,10456.78,11227.16,12037.46,12686.69,19443.27,19450.80,18537.34,17867.53,16927.57
Tanjung Pelepas,4722.75,119.91,3274.05,3274.05,4771.20,5610.59,5610.08,3364.35,8475.94,6049.09,18732.82,409.41,3833.69,5858.94,18712.25,18893.37,3684.68,0.00,1741.81,1606.80,18494.22,1087.74,5569.44,6797.67,6132.62,27900.37,17452.62,16752.49,8385.63,11422.31,4174.65,27754.57,18773.46,3411.00,14864.20,17501.06,23496.21,15045.84,13127.22,8316.62,4353.26,15220.18,15145.17,6797.67,6528.75,14812.51,6338.59,33013.43,18924.21,12782.23,23361.74,20018.86,22867.57,5471.33,5441.00,18946.75,4162.60,15963.99,6338.59,18514.80,6132.62,24972.73,16414.55,15722.94,2067.62,19092.56,9085.77,3093.64,23995.88,22831.90,7071.35,4312.12,1693.37,13416.72,4002.05,13865.03,6979.30,22867.57,32426.42,21882.86,4143.76,15963.99,818.82,13195.73,13127.22,19308.85,13455.62,6399.80,22828.14,27566.15,16372.17,19434.69,3364.35,15743.51,5200.67,13387.12,28453.47,21900.95,18472.42,24996.84,27566.15,15545.73,119.91,15374.92,22304.32,14304.05,23307.79,30768.21,28333.56,10262.59,12669.37,18236.79,17911.70,7071.35,5978.85,8986.43,22828.14,29582.36,5611.82,14962.31,14403.89,22498.78,23258.12,2294.17,4543.42,20496.59,11792.87,28453.47,18563.24,14304.05,23595.50,22949.79,17862.03,15385.00,2894.96,27525.00,23222.48,22949.79,19284.69,22422.49,21381.89,10855.60,16012.43,19349.43,25368.35,27144.74,21772.46,27434.24,19936.43,23765.08,26346.50,21411.49,11504.61,24222.42,22304.32,6420.88,23241.82,23094.04,15222.20,21772.46,23549.59,17512.61,19426.40,22839.68,22114.16,22304.32,7208.30,19439.74,5929.18,25176.97,18444.55,27566.15,6881.19,13727.69,27199.11,40826.29,19167.29,3581.81,15052.62,3083.38,1757.55,13676.61,16802.16,24129.87,22968.12,677.10,23391.55,36114.12,987.17,4130.48,1254.87,19528.10,18324.64,19378.58,15842.34,18734.05,19907.90,15153.70,19907.90,18513.06,14528.00,14141.47,14911.84,15722.14,16371.38,23127.95,23135.48,22222.02,21552.21,20612.25
Laem Chabang,4800.29,1694.60,3351.58,3351.58,4848.73,5688.12,5687.62,3441.89,8044.73,6126.63,18810.36,1446.25,3911.23,5936.47,18789.78,18970.91,3762.22,1741.81,0.00,1684.34,18571.76,2492.84,5646.98,6875.20,5701.40,27469.16,17021.41,16321.28,7954.42,10991.10,3942.12,27323.35,18851.00,3669.67,14432.99,17069.85,23573.75,14614.62,12696.01,7885.41,4430.80,15297.71,14713.96,6875.20,6606.28,14381.29,6416.13,32582.21,18837.21,14046.84,23439.27,20096.40,22945.11,5548.87,5518.54,19024.29,4240.14,15532.78,6416.13,18592.33,5701.40,25050.27,15983.34,15291.73,3261.99,18935.32,8654.56,2294.17,24073.41,22909.44,6640.14,3582.89,218.02,12985.51,4079.58,13433.82,6548.09,22945.11,31995.21,21960.40,4221.30,15532.78,1036.84,12764.52,12696.01,19386.38,13024.41,6477.34,22905.68,27643.68,15940.96,19512.23,3441.89,15312.30,5278.21,12955.90,28022.26,21978.49,18549.96,25074.37,27643.68,16044.73,1694.60,15873.92,22381.86,13872.83,23385.33,30337.00,27902.35,9831.38,12238.16,17805.58,17480.49,6640.14,6056.39,8555.22,22905.68,29151.15,5689.35,14531.10,13972.68,22576.32,23335.66,1324.60,3942.63,20065.38,11361.66,28022.26,18640.77,13872.83,23164.29,23027.33,17430.82,14953.79,2972.50,27602.54,23300.01,23027.33,19362.22,22500.03,21459.43,12120.22,15581.22,18918.22,24937.14,26713.53,21850.00,27003.02,19505.22,23842.62,25915.28,21489.03,11073.39,23791.21,22381.86,5989.67,23319.36,23171.58,14790.99,21850.00,23627.13,17590.14,19503.94,22917.22,22191.70,22381.86,7285.84,19008.53,6006.72,24745.76,18522.09,27643.68,6449.98,14156.44,27276.65,40395.08,18736.07,4080.81,14621.41,3160.92,2951.92,13245.40,16879.69,23698.65,23045.66,2152.45,22960.34,35682.91,1374.78,4629.48,557.19,19605.64,18402.18,19456.12,15411.13,18811.59,19985.44,14722.49,19985.44,18590.60,14605.54,14219.00,14989.38,15799.68,16448.91,23205.49,23213.02,22299.56,21629.75,20689.79
Ho Chi Minh,3802.86,1486.89,2354.15,2354.15,3851.30,4690.69,4690.18,2444.46,9263.93,5129.20,17812.92,2016.21,2913.80,4939.04,17792.35,17973.48,2764.79,1606.80,1684.34,0.00,17574.33,2185.80,4649.54,5877.77,6920.60,28688.36,18240.61,17540.47,9173.62,12210.30,5061.97,28220.43,17853.56,2672.23,15652.19,18289.05,22576.32,15833.82,13915.21,9104.60,3433.37,14300.28,15933.16,5877.77,5608.85,15600.49,5418.69,33479.29,18004.31,13669.55,22441.84,19098.97,21947.68,4551.43,4521.11,18026.85,3242.70,16751.98,5418.69,17594.90,6920.60,24052.84,17202.54,16510.92,2744.21,18172.66,9873.75,3513.36,23075.98,21912.01,7859.33,4802.08,1706.14,14204.71,3082.15,14653.02,7767.29,21947.68,32892.28,20962.96,3223.87,16751.98,1635.90,13983.72,13915.21,18388.95,14243.61,5479.91,21908.25,26646.25,17160.16,18514.80,2444.46,16531.50,4280.77,14175.10,28919.33,20981.06,17552.52,24076.94,26646.25,15047.30,1486.89,14876.49,21384.42,15092.03,22387.90,31234.07,28799.42,11050.57,13457.36,19024.77,18699.69,7859.33,5058.95,9774.41,21908.25,30048.22,4691.92,15750.30,15191.88,21578.89,22338.23,2543.80,5161.82,21284.58,12580.86,28919.33,17643.34,15092.03,24383.48,22029.90,18650.02,16172.99,1975.07,26605.10,22302.58,22029.90,18364.79,21502.60,20461.99,11742.93,16800.42,20137.41,25834.22,27610.60,20852.57,27900.10,20724.42,22845.18,26812.36,20491.60,12292.59,23985.85,21384.42,7208.87,22321.93,22174.15,16010.19,20852.57,22629.70,16592.71,18506.51,21919.79,21194.27,21384.42,6288.41,20227.72,5009.28,25642.83,17524.66,26646.25,7669.18,13159.01,26279.22,41292.15,19955.27,3083.38,15840.61,2163.48,2434.14,14464.60,15882.26,24917.85,22048.22,1845.40,24179.54,36579.99,2113.81,3632.05,1127.15,18608.20,17404.74,18458.69,16630.33,17814.15,18988.01,15941.68,18988.01,17593.16,13608.11,13221.57,13991.95,14802.25,15451.48,22208.06,22215.58,21302.13,20632.32,19692.36
Bremerhaven,13970.15,18374.31,15486.64,15486.64,14188.17,13120.50,13976.99,15746.53,13845.02,14246.42,477.92,18903.63,14660.53,13787.34,218.02,767.41,14809.54,18494.22,18571.76,17574.33,0.00,18775.20,14146.57,12529.45,14665.58,18355.02,2994.30,3960.44,13754.71,8644.35,16128.87,12295.79,677.10,15688.34,6795.48,3182.72,10564.65,5020.83,6939.44,11750.04,16945.67,11754.75,5120.17,12529.45,12669.94,18081.34,12789.85,17554.65,798.24,21892.10,9956.56,2012.74,9462.40,13668.65,13319.68,5442.23,14667.82,4400.69,12789.85,1108.31,14665.58,13457.15,3652.11,4779.26,18684.38,966.60,14454.85,18375.83,12143.58,9426.73,13937.58,16727.93,18593.56,6749.28,14688.40,7566.36,14325.18,9462.40,16967.65,8477.68,14350.46,4400.69,18523.32,7376.71,6939.44,916.93,7426.38,15375.31,10545.30,16050.56,4130.03,13701.51,15746.53,4519.37,14208.24,7258.03,12994.70,10968.79,767.41,12380.95,16050.56,19248.06,18374.31,19319.54,8530.88,6467.08,10346.62,15309.44,12874.78,10180.91,7537.27,14711.10,3184.46,13937.58,14076.83,14355.51,10545.30,14123.58,12981.75,6893.59,6098.31,11157.72,10363.67,18985.71,15929.69,5459.28,14664.35,12994.70,1156.76,6467.08,10900.28,10672.00,2584.89,4781.00,16476.27,16263.75,9051.68,10672.00,5879.51,8719.30,12298.15,23468.52,4618.71,5151.00,9909.58,11685.97,11670.71,11975.46,6144.39,12263.50,10887.72,12058.32,14376.08,8763.65,8799.80,14544.44,9737.31,9688.86,7153.48,11670.71,10144.41,2393.51,6021.23,10030.06,8510.31,8530.88,11881.95,5647.70,13158.62,9718.19,119.91,16050.56,14057.49,16693.50,15683.53,25367.51,4278.98,15917.85,6983.90,16524.71,18924.21,7377.94,3033.71,9092.55,10305.47,18732.82,8354.24,20655.35,19001.23,16424.86,18014.57,1136.18,578.99,1515.99,5305.62,1567.39,1515.99,7084.97,1515.99,387.61,12472.43,10676.04,11446.41,12256.71,12905.95,10639.94,9730.30,8816.85,8147.04,7207.08
